category	variableName	concept_code
NEUROLOGIC SYMPTOMS	seizures	G40909
NEUROLOGIC SYMPTOMS	seizures	G40919
NEUROLOGIC SYMPTOMS	stroke (ischemic) / transient cerebral ischemic attack	I63.9
NEUROLOGIC SYMPTOMS	stroke (ischemic) / transient cerebral ischemic attack	I6340
NEUROLOGIC SYMPTOMS	stroke (ischemic) / transient cerebral ischemic attack	I63412
NEUROLOGIC SYMPTOMS	stroke (ischemic) / transient cerebral ischemic attack	I6349
NEUROLOGIC SYMPTOMS	stroke (ischemic) / transient cerebral ischemic attack	I6350
NEUROLOGIC SYMPTOMS	stroke (ischemic) / transient cerebral ischemic attack	I6359
NEUROLOGIC SYMPTOMS	stroke (ischemic) / transient cerebral ischemic attack	I6782
NEUROLOGIC SYMPTOMS	stroke (ischemic) / transient cerebral ischemic attack	G459
NEUROLOGIC SYMPTOMS	cerebral hemorrhages	I619
NEUROLOGIC SYMPTOMS	cerebral hemorrhages	I62.9
NEUROLOGIC SYMPTOMS	muscle weakness / myalgia / myositis	M62.81
NEUROLOGIC SYMPTOMS	muscle weakness / myalgia / myositis	M609
NEUROLOGIC SYMPTOMS	muscle weakness / myalgia / myositis	M628
NEUROLOGIC SYMPTOMS	muscle weakness / myalgia / myositis	M6280
NEUROLOGIC SYMPTOMS	muscle weakness / myalgia / myositis	M6282
NEUROLOGIC SYMPTOMS	muscle weakness / myalgia / myositis	M791
NEUROLOGIC SYMPTOMS	muscle weakness / myalgia / myositis	M7910
NEUROLOGIC SYMPTOMS	muscle weakness / myalgia / myositis	M7916
NEUROLOGIC SYMPTOMS	muscle weakness / myalgia / myositis	M7919
NEUROLOGIC SYMPTOMS	ataxia / gait and mobility abnormalities	R27.0
NEUROLOGIC SYMPTOMS	ataxia / gait and mobility abnormalities	R268
NEUROLOGIC SYMPTOMS	ataxia / gait and mobility abnormalities	R2689
NEUROLOGIC SYMPTOMS	ataxia / gait and mobility abnormalities	R278
NEUROLOGIC SYMPTOMS	polyneuropathy	G629
CARDIOVASCULAR SYMPTOMS	chest pain	R07.1
CARDIOVASCULAR SYMPTOMS	chest pain	R703
CARDIOVASCULAR SYMPTOMS	chest pain	R704
CARDIOVASCULAR SYMPTOMS	chest pain	R07.2
CARDIOVASCULAR SYMPTOMS	chest pain	R07.81
CARDIOVASCULAR SYMPTOMS	chest pain	R07.89
CARDIOVASCULAR SYMPTOMS	chest pain	R07.9
CARDIOVASCULAR SYMPTOMS	palpitations	R002
CARDIOVASCULAR SYMPTOMS	peripheral edema	R60.0
CARDIOVASCULAR SYMPTOMS	hypotension	I95.9
CARDIOVASCULAR SYMPTOMS	hypotension	I958
CARDIOVASCULAR SYMPTOMS	hypotension	I9589
CARDIOVASCULAR SYMPTOMS	pre-syncope_syncope	R00.1
CARDIOVASCULAR SYMPTOMS	pre-syncope_syncope	R55
CARDIOVASCULAR SYMPTOMS	pre-syncope_syncope	R05.4
CARDIOVASCULAR SYMPTOMS	left ventricular dysfunction	I5010	
CARDIOVASCULAR SYMPTOMS	left ventricular dysfunction	I5011
CARDIOVASCULAR SYMPTOMS	left ventricular dysfunction	I5012
CARDIOVASCULAR SYMPTOMS	heart failure	I50.20
CARDIOVASCULAR SYMPTOMS	heart failure	I50.21
CARDIOVASCULAR SYMPTOMS	heart failure	I50.23
CARDIOVASCULAR SYMPTOMS	heart failure	I50.30
CARDIOVASCULAR SYMPTOMS	heart failure	I50.31
CARDIOVASCULAR SYMPTOMS	heart failure	I50.33
CARDIOVASCULAR SYMPTOMS	heart failure	I50.40
CARDIOVASCULAR SYMPTOMS	heart failure	I50.41
CARDIOVASCULAR SYMPTOMS	heart failure	I50.43
CARDIOVASCULAR SYMPTOMS	heart failure	I50.82
CARDIOVASCULAR SYMPTOMS	heart failure	I500
CARDIOVASCULAR SYMPTOMS	heart failure	I5000
CARDIOVASCULAR SYMPTOMS	heart failure	I50.810
CARDIOVASCULAR SYMPTOMS	heart failure	I50.811
CARDIOVASCULAR SYMPTOMS	heart failure	I50.813
CARDIOVASCULAR SYMPTOMS	heart failure	I50.814
CARDIOVASCULAR SYMPTOMS	heart failure	I50.9
CARDIOVASCULAR SYMPTOMS	heart failure	I50.89
CARDIOVASCULAR SYMPTOMS	heart failure	I50.9
CARDIOVASCULAR SYMPTOMS	MV regurgitation	I340
CARDIOVASCULAR SYMPTOMS	arrhythmias	I47.0
CARDIOVASCULAR SYMPTOMS	arrhythmias	I47.1
CARDIOVASCULAR SYMPTOMS	arrhythmias	I47.2
CARDIOVASCULAR SYMPTOMS	arrhythmias	I49.5
CARDIOVASCULAR SYMPTOMS	arrhythmias	I49.8
CARDIOVASCULAR SYMPTOMS	arrhythmias	I49.9
CARDIOVASCULAR SYMPTOMS	arrhythmias	I440
CARDIOVASCULAR SYMPTOMS	arrhythmias	I441
CARDIOVASCULAR SYMPTOMS	arrhythmias	I442
CARDIOVASCULAR SYMPTOMS	arrhythmias	I4589
CARDIOVASCULAR SYMPTOMS	arrhythmias	I459
CARDIOVASCULAR SYMPTOMS	arrhythmias	 I4581
CARDIOVASCULAR SYMPTOMS	arrhythmias	 I48
CARDIOVASCULAR SYMPTOMS	pulmonary embolism	I26.99
CARDIOVASCULAR SYMPTOMS	coronary aneurysm	I25.41
CARDIOVASCULAR SYMPTOMS	coronary aneurysm	I254
CARDIOVASCULAR SYMPTOMS	coronary thrombosis or myocardial infarction	I209
CARDIOVASCULAR SYMPTOMS	coronary thrombosis or myocardial infarction	I219
CARDIOVASCULAR SYMPTOMS	coronary thrombosis or myocardial infarction	I240
CARDIOVASCULAR SYMPTOMS	coronary thrombosis or myocardial infarction	I249
CARDIOVASCULAR SYMPTOMS	shock	R57.0
CARDIOVASCULAR SYMPTOMS	shock	R57.9
CARDIOVASCULAR SYMPTOMS	shock	R571
CARDIOVASCULAR SYMPTOMS	shock	R572
CARDIOVASCULAR SYMPTOMS	shock	R6521
CARDIOVASCULAR SYMPTOMS	shock	R578
CARDIOVASCULAR SYMPTOMS	shock	R579
CARDIOVASCULAR SYMPTOMS	SIRS	R650
CARDIOVASCULAR SYMPTOMS	SIRS	R651
CARDIOVASCULAR SYMPTOMS	SIRS	R6510
CARDIOVASCULAR SYMPTOMS	SIRS	R6511
CARDIOVASCULAR SYMPTOMS	SIRS	R652
CARDIOVASCULAR SYMPTOMS	SIRS	R653
CARDIOVASCULAR SYMPTOMS	SIRS	R659
CARDIOVASCULAR SYMPTOMS	pericarditis, pericardial effusion	I300
CARDIOVASCULAR SYMPTOMS	pericarditis, pericardial effusion	I308
CARDIOVASCULAR SYMPTOMS	pericarditis, pericardial effusion	I309
CARDIOVASCULAR SYMPTOMS	pericarditis, pericardial effusion	I313
CARDIOVASCULAR SYMPTOMS	myocarditis	I400
CARDIOVASCULAR SYMPTOMS	myocarditis	I408
CARDIOVASCULAR SYMPTOMS	myocarditis	I409
CARDIOVASCULAR SYMPTOMS	myocarditis	I41
CARDIOVASCULAR SYMPTOMS	myocarditis	I411
CARDIOVASCULAR SYMPTOMS	myocarditis	I418
CARDIOVASCULAR SYMPTOMS	myocarditis	I514
RENAL DYSFUNCTION	RENAL DYSFUNCTION	N170
RENAL DYSFUNCTION	RENAL DYSFUNCTION	N171
RENAL DYSFUNCTION	RENAL DYSFUNCTION	N172
RENAL DYSFUNCTION	RENAL DYSFUNCTION	N179
RENAL DYSFUNCTION	RENAL DYSFUNCTION	N178
RENAL DYSFUNCTION	RENAL DYSFUNCTION	N19
RENAL DYSFUNCTION	RENAL DYSFUNCTION	R944
LIVER DYSFUNCTION	LIVER DYSFUNCTION	K7689
LIVER DYSFUNCTION	LIVER DYSFUNCTION	R7401
LIVER DYSFUNCTION	LIVER DYSFUNCTION	K769
LIVER DYSFUNCTION	LIVER DYSFUNCTION	K72.00
LIVER DYSFUNCTION	LIVER DYSFUNCTION	K72.90
LIVER DYSFUNCTION	LIVER DYSFUNCTION	K72.9
LIVER DYSFUNCTION	LIVER DYSFUNCTION	R945
COVID-19	covid19 exposure (contact)	Z20.822
COVID-19	covid19 exposure (contact)	Z208
COVID-19	covid19 exposure (contact)	Z20.828
COVID-19	covid19 exposure (contact)	U0713
COVID-19	covid19 infection	U07.1
COVID-19	covid19 infection	U0710
COVID-19	covid19 infection	U0714
COVID-19	covid19 infection	B342
COVID-19	covid19 infection	B9729
COVID-19	covid19 history of	Z86.16
COVID-19	covid19 history of	U0715
COVID-19	covid19 history of	U072
COVID-19	covid19 history of	U073
COVID-19	covid19 history of	U074
COVID-19	covid19 history of	U075
COVID-19	covid19 history of	U089
COVID-19	covid19 history of	U099
unvaccinated	unvaccinated	Z28.310
partially vaccinated	partially vaccinated	Z28.311
Kawasaki	Kawasaki	M30.3
Abnormal WBC	Elevated WBC	D72829
Abnormal WBC	Decreased WBC	D72819
Abnormal WBC	Lymphocytopenia	D72810
Abnormal WBC	Other abnormal WBC	D728
Abnormal WBC	Other abnormal WBC	D7289
Anemia	Anemia	D508
Anemia	Anemia	D509
Anemia	Anemia	D649
Thrombocytopenia	Thrombocytopenia	D696
Coagulation abnormalities	Coagulation abnormalities	D89
Coagulation abnormalities	Coagulation abnormalities	D688
Coagulation abnormalities	Coagulation abnormalities	R791
Electrolytes abnormalities	Electrolytes abnormalities	E833
Electrolytes abnormalities	Electrolytes abnormalities	E8330
Electrolytes abnormalities	Electrolytes abnormalities	E8339
Electrolytes abnormalities	Electrolytes abnormalities	E834
Electrolytes abnormalities	Electrolytes abnormalities	E8341
Electrolytes abnormalities	Electrolytes abnormalities	E8342
Electrolytes abnormalities	Electrolytes abnormalities	E835
Electrolytes abnormalities	Electrolytes abnormalities	E8351
Electrolytes abnormalities	Electrolytes abnormalities	E8358
Electrolytes abnormalities	Electrolytes abnormalities	E870
Electrolytes abnormalities	Electrolytes abnormalities	E871
Electrolytes abnormalities	Electrolytes abnormalities	E875
Electrolytes abnormalities	Electrolytes abnormalities	E8758
Electrolytes abnormalities	Electrolytes abnormalities	E876
Electrolytes abnormalities	Electrolytes abnormalities	E8760
Electrolytes abnormalities	Electrolytes abnormalities	E8768
Electrolytes abnormalities	Hyponatremia	E871
Electrolytes abnormalities	Hyponatremia	E8718
Electrolytes abnormalities	Hypokalemia	E876
Electrolytes abnormalities	Hypokalemia	E8760
Electrolytes abnormalities	Hypokalemia	E8768
Acidosis	Acidosis	E872
Alkalosis	Alkalosis	E873
Elevated LDH	Elevated LDH	R740
